bid_seq,Sno,name,country,isindian,speciality,Batting_handedness,Bowling_handedness,team_name,bid_amt,base_price,est_auc_prc,Status
839,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",400,200,NULL,Unsold
840,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",420,200,NULL,Unsold
841,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",440,200,NULL,Unsold
842,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",460,200,NULL,Unsold
843,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","MUMBAI INDIANS",480,200,NULL,Unsold
844,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",500,200,NULL,Unsold
845,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",520,200,NULL,Unsold
846,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","RAJASTHAN ROYALS",540,200,NULL,Unsold
847,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",560,200,NULL,Unsold
848,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",580,200,NULL,Unsold
849,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",600,200,NULL,Unsold
850,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",620,200,NULL,Unsold
851,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",640,200,NULL,Unsold
852,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",660,200,NULL,Unsold
853,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",680,200,NULL,Unsold
854,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",700,200,NULL,Unsold
855,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",720,200,NULL,Unsold
856,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",740,200,NULL,Unsold
857,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",760,200,NULL,Unsold
858,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","DELHI DARE DEVILS",780,200,NULL,Unsold
859,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",800,200,NULL,Unsold
860,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",820,200,NULL,Unsold
861,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",840,200,NULL,Unsold
862,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",860,200,NULL,Unsold
863,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",880,200,NULL,Unsold
864,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",900,200,NULL,Unsold
865,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",920,200,NULL,Unsold
866,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","ROYAL CHALLANGERS BANGALORE",940,200,NULL,Unsold
867,20,"Chris Lynn",Australia,Foreigner,"Opening Batsman",RHB,"LA Slow Orthodox","KOLKATA KNIGHT RIDERS",960,200,NULL,Sold
868,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",100,100,NULL,Unsold
869,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",110,100,NULL,Unsold
870,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",120,100,NULL,Unsold
871,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",130,100,NULL,Unsold
872,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",140,100,NULL,Unsold
873,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",150,100,NULL,Unsold
874,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",160,100,NULL,Unsold
875,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",170,100,NULL,Unsold
876,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",180,100,NULL,Unsold
877,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",190,100,NULL,Unsold
878,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",200,100,NULL,Unsold
879,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",220,100,NULL,Unsold
880,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",240,100,NULL,Unsold
881,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",260,100,NULL,Unsold
882,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",280,100,NULL,Unsold
883,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",300,100,NULL,Unsold
884,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",320,100,NULL,Unsold
885,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",340,100,NULL,Unsold
886,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",360,100,NULL,Unsold
887,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",380,100,NULL,Unsold
888,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",400,100,NULL,Unsold
889,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",420,100,NULL,Unsold
890,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",440,100,NULL,Unsold
891,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",460,100,NULL,Unsold
892,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",480,100,NULL,Unsold
893,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",500,100,NULL,Unsold
894,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",520,100,NULL,Unsold
895,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",540,100,NULL,Unsold
896,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",560,100,NULL,Unsold
897,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",580,100,NULL,Unsold
898,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","MUMBAI INDIANS",600,100,NULL,Unsold
899,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",620,100,NULL,Unsold
900,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",640,100,NULL,Unsold
901,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",660,100,NULL,Unsold
902,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",680,100,NULL,Unsold
903,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",700,100,NULL,Unsold
904,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",720,100,NULL,Unsold
905,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",740,100,NULL,Unsold
906,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",760,100,NULL,Unsold
907,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",780,100,NULL,Unsold
908,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","ROYAL CHALLANGERS BANGALORE",800,100,NULL,Unsold
909,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",820,100,NULL,Unsold
910,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",840,100,NULL,Unsold
911,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",860,100,NULL,Unsold
912,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",880,100,NULL,Unsold
913,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",900,100,NULL,Unsold
914,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",920,100,NULL,Unsold
915,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",940,100,NULL,Unsold
917,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",960,100,NULL,Unsold
918,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","KINGS XI PUNJAB",980,100,NULL,Unsold
919,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1000,100,NULL,Unsold
920,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1020,100,NULL,Unsold
921,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1040,100,NULL,Unsold
922,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1060,100,NULL,Unsold
923,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1080,100,NULL,Unsold
924,25,"Manish Pandey",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",1100,100,NULL,Sold
925,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",200,200,NULL,Unsold
926,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",220,200,NULL,Unsold
927,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",240,200,NULL,Unsold
928,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",260,200,NULL,Unsold
929,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",280,200,NULL,Unsold
930,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",300,200,NULL,Unsold
931,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",320,200,NULL,Unsold
932,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",340,200,NULL,Unsold
933,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",360,200,NULL,Unsold
934,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",380,200,NULL,Unsold
935,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",400,200,NULL,Unsold
936,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",420,200,NULL,Unsold
937,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",440,200,NULL,Unsold
938,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",460,200,NULL,Unsold
940,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",480,200,NULL,Unsold
941,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",500,200,NULL,Unsold
942,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",520,200,NULL,Unsold
943,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",540,200,NULL,Unsold
944,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",560,200,NULL,Unsold
945,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",580,200,NULL,Unsold
946,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",600,200,NULL,Unsold
947,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",620,200,NULL,Unsold
948,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",640,200,NULL,Unsold
949,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",660,200,NULL,Unsold
950,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",680,200,NULL,Unsold
951,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",700,200,NULL,Unsold
952,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","CHENNAI SUPER KINGS",720,200,NULL,Unsold
953,38,"Chris Woakes",England,Foreigner,"Right Arm Fast Bowler",RHB,"RA Fast Medium","ROYAL CHALLANGERS BANGALORE",740,200,NULL,Sold
954,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",100,100,NULL,Unsold
955,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",110,100,NULL,Unsold
956,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","SUNRISERS HYDERABAD",120,100,NULL,Unsold
957,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",130,100,NULL,Unsold
958,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","SUNRISERS HYDERABAD",140,100,NULL,Unsold
959,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",150,100,NULL,Unsold
960,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","SUNRISERS HYDERABAD",160,100,NULL,Unsold
961,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",170,100,NULL,Unsold
962,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","SUNRISERS HYDERABAD",180,100,NULL,Unsold
963,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","KINGS XI PUNJAB",190,100,NULL,Unsold
964,30,"Carlos Brathwaite","West Indies",Foreigner,"Bat All Rounder",RHB,"RA Fast Medium","SUNRISERS HYDERABAD",200,100,NULL,Sold
965,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",100,100,NULL,Unsold
966,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",110,100,NULL,Unsold
967,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",120,100,NULL,Unsold
968,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",130,100,NULL,Unsold
969,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",140,100,NULL,Unsold
970,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",150,100,NULL,Unsold
971,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",160,100,NULL,Unsold
972,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",170,100,NULL,Unsold
973,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",180,100,NULL,Unsold
974,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",190,100,NULL,Unsold
975,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",200,100,NULL,Unsold
977,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","RAJASTHAN ROYALS",220,100,NULL,Unsold
978,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",240,100,NULL,Unsold
979,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","RAJASTHAN ROYALS",260,100,NULL,Unsold
980,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",280,100,NULL,Unsold
981,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",300,100,NULL,Unsold
982,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",320,100,NULL,Unsold
983,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",340,100,NULL,Unsold
984,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",360,100,NULL,Unsold
985,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",380,100,NULL,Unsold
986,37,"Shane Watson",Australia,Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","CHENNAI SUPER KINGS",400,100,NULL,Sold
987,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",200,200,NULL,Unsold
988,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",220,200,NULL,Unsold
989,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",240,200,NULL,Unsold
990,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",260,200,NULL,Unsold
991,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",280,200,NULL,Unsold
992,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",300,200,NULL,Unsold
993,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",320,200,NULL,Unsold
994,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",340,200,NULL,Unsold
995,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",360,200,NULL,Unsold
996,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",380,200,NULL,Unsold
997,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",400,200,NULL,Unsold
998,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",420,200,NULL,Unsold
999,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",440,200,NULL,Unsold
1000,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",460,200,NULL,Unsold
1001,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","RAJASTHAN ROYALS",480,200,NULL,Unsold
1002,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",500,200,NULL,Unsold
1003,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",520,200,NULL,Unsold
1004,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",540,200,NULL,Unsold
1005,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",560,200,NULL,Unsold
1006,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",580,200,NULL,Unsold
1007,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",600,200,NULL,Unsold
1008,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",620,200,NULL,Unsold
1009,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",640,200,NULL,Unsold
1010,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","SUNRISERS HYDERABAD",660,200,NULL,Unsold
1011,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",680,200,NULL,Unsold
1013,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",700,200,NULL,Unsold
1014,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",740,200,NULL,Unsold
1015,33,"Kedar Jadhav",India,Indian,"Top Order Bat",RHB,"RA Off Break","CHENNAI SUPER KINGS",780,200,NULL,Sold
1016,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",75,75,NULL,Unsold
1017,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",80,75,NULL,Unsold
1018,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",85,75,NULL,Unsold
1019,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",90,75,NULL,Unsold
1020,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",95,75,NULL,Unsold
1021,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",100,75,NULL,Unsold
1022,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",110,75,NULL,Unsold
1023,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",120,75,NULL,Unsold
1024,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",130,75,NULL,Unsold
1025,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",140,75,NULL,Unsold
1026,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",150,75,NULL,Unsold
1027,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",160,75,NULL,Unsold
1028,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",170,75,NULL,Unsold
1029,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",180,75,NULL,Unsold
1030,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","ROYAL CHALLANGERS BANGALORE",190,75,NULL,Unsold
1031,31,"Colin De Grandhomme","New Zealand",Foreigner,"Bat All Rounder",RHB,"RA Medium Fast","SUNRISERS HYDERABAD",200,75,NULL,Unsold
