bid_seq,auction_player_slno,name,country,isindian,speciality,Batting_handedness,Bowling_handedness,team_name,bid_amt,base_price,est_auc_prc,Status
9373,40,"Akshdeep  Nath",India,Indian,"Top Order",RHB,"RIGHT ARM Medium","ROYAL CHALLANGERS BANGALORE",320,20,0,Unsold
9374,40,"Akshdeep  Nath",India,Indian,"Top Order",RHB,"RIGHT ARM Medium","CHENNAI SUPER KINGS",340,20,0,Unsold
9375,40,"Akshdeep  Nath",India,Indian,"Top Order",RHB,"RIGHT ARM Medium","ROYAL CHALLANGERS BANGALORE",360,20,0,Sold
9376,41,"Jalaj Saxena",India,Indian,"All Rounder",RHB,"RIGHT ARM Off Break","DELHI CAPITALS",20,20,0,Sold
9377,54,"Murugan Ashwin",India,Indian,"Indian Spinner",RHB,"RIGHT ARM Leg Break","KINGS XI PUNJAB",20,20,0,Sold
9378,86,"Ruturaj Gaikwad",India,Indian,"Top Order",RHB,"RIGHT ARM Off Break","CHENNAI SUPER KINGS",20,20,0,Sold
9379,93,"Shubham Ranjane",India,Indian,"All Rounder",RHB,"RIGHT ARM Medium Fast","RAJASTHAN ROYALS",20,20,0,Sold
9380,107,"Joe Denly",England,Foreigner,"Top Order",RHB,"RIGHT ARM Leg Break","KOLKATA KNIGHT RIDERS",100,100,0,Sold
9381,229,"Bandaru Ayyappa",India,Indian,"Indian Fast",RHB,"RIGHT ARM Fast Medium","DELHI CAPITALS",20,20,0,Sold
9382,322,"Shrikant Mundhe",India,Indian,"All Rounder",RHB,"RIGHT ARM Fast Medium","KOLKATA KNIGHT RIDERS",20,20,0,Sold
9383,35,"Manan Vohra",India,Indian,Openers,RHB,'',"RAJASTHAN ROYALS",20,20,0,Sold
9384,192,"Ashton Turner",Australia,Foreigner,"All Rounder",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",50,50,0,Sold
9385,266,"Riyan Parag",India,Indian,"All Rounder",RHB,"RIGHT ARM Off Break","RAJASTHAN ROYALS",20,20,0,Sold
