Bid by Bid Slno,Auction Player Slno,Player Name,Country,Speciality,Batting handedness,Bowling handedness,Base Price,Probable Auction Price,Real time Auction Price,Team id,Team Short Name,Bid Amount,Awarded,Created ON
240,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,160,N,1/4/2021
241,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,7,RR,170,N,1/4/2021
242,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,180,N,1/4/2021
243,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,7,RR,190,N,1/4/2021
244,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,200,N,1/4/2021
245,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,7,RR,220,N,1/4/2021
246,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,240,N,1/4/2021
247,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,2,SRH,260,N,1/4/2021
248,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,280,N,1/4/2021
249,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,2,SRH,300,N,1/4/2021
250,21,Adam Milne,New Zealand,BOWLER,RHB,RIGHT ARM Fast,50,0-50,0,5,MI,320,Y,1/4/2021
251,22,Mustafizur Rahman,Bangladesh,BOWLER,LHB,LEFT ARM Fast Medium,100,0-200,0,7,RR,100,Y,1/4/2021
252,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,150,N,1/4/2021
253,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,160,N,1/4/2021
254,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,170,N,1/4/2021
255,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,180,N,1/4/2021
256,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,190,N,1/4/2021
257,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,200,N,1/4/2021
258,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,220,N,1/4/2021
259,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,240,N,1/4/2021
260,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,260,N,1/4/2021
261,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,280,N,1/4/2021
262,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,300,N,1/4/2021
263,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,320,N,1/4/2021
264,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,340,N,1/4/2021
265,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,360,N,1/4/2021
266,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,380,N,1/4/2021
267,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,400,N,1/4/2021
268,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,420,N,1/4/2021
269,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,440,N,1/4/2021
270,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,460,N,1/4/2021
271,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,480,N,1/4/2021
272,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,500,N,1/4/2021
273,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,525,N,1/4/2021
274,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,550,N,1/4/2021
275,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,575,N,1/4/2021
276,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,600,N,1/4/2021
277,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,625,N,1/4/2021
278,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,650,N,1/4/2021
279,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,675,N,1/4/2021
280,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,3,DC,700,N,1/4/2021
281,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,725,N,1/4/2021
282,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,750,N,1/4/2021
283,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,775,N,1/4/2021
284,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,800,N,1/4/2021
285,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,825,N,1/4/2021
286,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,850,N,1/4/2021
287,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,875,N,1/4/2021
288,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,900,N,1/4/2021
289,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,925,N,1/4/2021
290,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,950,N,1/4/2021
291,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,975,N,1/4/2021
292,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1000,N,1/4/2021
293,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1025,N,1/4/2021
294,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1050,N,1/4/2021
295,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1075,N,1/4/2021
296,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1100,N,1/4/2021
297,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1125,N,1/4/2021
298,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1150,N,1/4/2021
299,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1175,N,1/4/2021
300,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1200,N,1/4/2021
301,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1225,N,1/4/2021
302,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1250,N,1/4/2021
303,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1275,N,1/4/2021
304,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1300,N,1/4/2021
305,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1325,N,1/4/2021
306,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1350,N,1/4/2021
307,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,8,RCB,1375,N,1/4/2021
308,23,Jhye Richardson,Australia,BOWLER,RHB,RIGHT ARM Fast,150,150-400,0,6,PK,1400,Y,1/4/2021
309,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,150,N,1/4/2021
310,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,160,N,1/4/2021
311,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,170,N,1/4/2021
312,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,180,N,1/4/2021
313,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,190,N,1/4/2021
314,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,200,N,1/4/2021
315,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,220,N,1/4/2021
316,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,240,N,1/4/2021
317,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,260,N,1/4/2021
318,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,280,N,1/4/2021
319,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,300,N,1/4/2021
320,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,320,N,1/4/2021
321,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,340,N,1/4/2021
322,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,360,N,1/4/2021
323,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,380,N,1/4/2021
324,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,400,N,1/4/2021
325,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,420,N,1/4/2021
326,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,440,N,1/4/2021
327,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,460,N,1/4/2021
328,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,3,DC,480,N,1/4/2021
329,20,Nathan Coulter-Nile,Australia,BOWLER,RHB,RIGHT ARM Fast Medium,150,200-400,0,5,MI,500,Y,1/4/2021
330,25,Umesh Yadav,India,BOWLER,RHB,RIGHT ARM Fast,100,100-300,0,3,DC,100,Y,1/4/2021
331,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,50,N,1/4/2021
332,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,55,N,1/4/2021
333,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,60,N,1/4/2021
334,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,65,N,1/4/2021
335,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,70,N,1/4/2021
336,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,75,N,1/4/2021
337,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,80,N,1/4/2021
338,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,85,N,1/4/2021
339,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,90,N,1/4/2021
340,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,95,N,1/4/2021
341,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,100,N,1/4/2021
342,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,110,N,1/4/2021
343,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,120,N,1/4/2021
344,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,130,N,1/4/2021
345,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,140,N,1/4/2021
346,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,150,N,1/4/2021
347,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,160,N,1/4/2021
348,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,170,N,1/4/2021
349,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,180,N,1/4/2021
350,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,190,N,1/4/2021
351,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,200,N,1/4/2021
352,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,3,DC,220,N,1/4/2021
353,27,Piyush Chawla,India,BOWLER,LHB,RIGHT ARM Leg Break,50,50-200,0,5,MI,240,Y,1/4/2021
354,33,Sachin Baby,India,BATSMAN,LHB,RIGHT ARM Off Break,20,0-20,0,8,RCB,20,Y,1/4/2021
355,36,Rajat Patidar,India,BATSMAN,RHB,RIGHT ARM Off Break,20,0-20,0,8,RCB,20,Y,1/4/2021
356,44,Ripal Patel,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,0-20,0,3,DC,20,Y,1/4/2021
357,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,20,N,1/4/2021
358,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,25,N,1/4/2021
359,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,30,N,1/4/2021
360,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,35,N,1/4/2021
361,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,40,N,1/4/2021
362,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,45,N,1/4/2021
363,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,50,N,1/4/2021
364,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,55,N,1/4/2021
365,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,60,N,1/4/2021
366,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,65,N,1/4/2021
367,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,70,N,1/4/2021
368,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,75,N,1/4/2021
369,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,80,N,1/4/2021
370,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,85,N,1/4/2021
371,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,90,N,1/4/2021
372,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,95,N,1/4/2021
373,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,100,N,1/4/2021
374,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,110,N,1/4/2021
375,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,120,N,1/4/2021
376,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,130,N,1/4/2021
377,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,140,N,1/4/2021
378,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,150,N,1/4/2021
379,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,160,N,1/4/2021
380,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,170,N,1/4/2021
381,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,180,N,1/4/2021
382,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,190,N,1/4/2021
383,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,3,DC,200,N,1/4/2021
384,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,220,N,1/4/2021
385,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,240,N,1/4/2021
386,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,260,N,1/4/2021
387,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,280,N,1/4/2021
388,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,300,N,1/4/2021
389,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,320,N,1/4/2021
390,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,340,N,1/4/2021
391,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,360,N,1/4/2021
392,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,380,N,1/4/2021
393,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,400,N,1/4/2021
394,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,420,N,1/4/2021
395,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,440,N,1/4/2021
396,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,460,N,1/4/2021
397,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,480,N,1/4/2021
398,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,8,RCB,500,N,1/4/2021
399,43,Shahrukh Khan,India,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,20,20-200,0,6,PK,525,Y,1/4/2021
400,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,20,N,1/4/2021
401,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,25,N,1/4/2021
402,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,30,N,1/4/2021
403,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,35,N,1/4/2021
404,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,40,N,1/4/2021
405,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,45,N,1/4/2021
406,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,50,N,1/4/2021
407,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,55,N,1/4/2021
408,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,60,N,1/4/2021
409,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,65,N,1/4/2021
410,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,70,N,1/4/2021
411,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,75,N,1/4/2021
412,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,80,N,1/4/2021
413,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,85,N,1/4/2021
414,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,90,N,1/4/2021
415,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,95,N,1/4/2021
416,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,100,N,1/4/2021
417,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,110,N,1/4/2021
418,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,120,N,1/4/2021
419,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,130,N,1/4/2021
420,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,140,N,1/4/2021
421,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,150,N,1/4/2021
422,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,160,N,1/4/2021
423,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,170,N,1/4/2021
424,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,180,N,1/4/2021
425,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,190,N,1/4/2021
426,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,200,N,1/4/2021
427,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,220,N,1/4/2021
428,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,240,N,1/4/2021
429,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,260,N,1/4/2021
430,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,280,N,1/4/2021
431,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,300,N,1/4/2021
432,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,320,N,1/4/2021
433,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,340,N,1/4/2021
434,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,360,N,1/4/2021
435,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,380,N,1/4/2021
436,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,400,N,1/4/2021
437,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,420,N,1/4/2021
438,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,440,N,1/4/2021
439,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,460,N,1/4/2021
440,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,480,N,1/4/2021
441,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,500,N,1/4/2021
442,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,525,N,1/4/2021
443,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,550,N,1/4/2021
444,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,575,N,1/4/2021
445,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,600,N,1/4/2021
446,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,625,N,1/4/2021
447,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,650,N,1/4/2021
448,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,675,N,1/4/2021
