Bid by Bid Slno,Auction Player Slno,Player Name,Country,Speciality,Batting handedness,Bowling handedness,Base Price,Probable Auction Price,Real time Auction Price,Team id,Team Short Name,Bid Amount,Awarded,Created ON
449,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,700,N,1/4/2021
450,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,4,KKR,725,N,1/4/2021
451,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,750,N,1/4/2021
452,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,1,CSK,775,N,1/4/2021
453,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,800,N,1/4/2021
454,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,1,CSK,825,N,1/4/2021
455,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,850,N,1/4/2021
456,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,1,CSK,875,N,1/4/2021
457,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,2,SRH,900,N,1/4/2021
458,41,K Gowtham,India,ALL-ROUNDER,RHB,RIGHT ARM Off Break,20,100-400,0,1,CSK,925,Y,1/4/2021
459,51,Vishnu Vinod,India,WICKETKEEPER,RHB,-,20,0,0,3,DC,20,Y,1/4/2021
460,50,Sheldon Jackson,India,WICKETKEEPER,RHB,-,20,0-50,0,4,KKR,20,Y,1/4/2021
461,47,Mohammed Azharuddeen,India,WICKETKEEPER,RHB,-,20,20-400,0,8,RCB,20,Y,1/4/2021
462,54,Lukman Hussain Meriwala,India,BOWLER,LHB,LEFT ARM Medium Fast,20,0-50,0,3,DC,20,Y,1/4/2021
463,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,20,N,1/4/2021
464,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,25,N,1/4/2021
465,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,30,N,1/4/2021
466,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,35,N,1/4/2021
467,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,40,N,1/4/2021
468,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,45,N,1/4/2021
469,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,50,N,1/4/2021
470,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,55,N,1/4/2021
471,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,60,N,1/4/2021
472,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,65,N,1/4/2021
473,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,70,N,1/4/2021
474,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,75,N,1/4/2021
475,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,80,N,1/4/2021
476,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,85,N,1/4/2021
477,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,90,N,1/4/2021
478,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,95,N,1/4/2021
479,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,100,N,1/4/2021
480,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,8,RCB,110,N,1/4/2021
481,56,Chetan Sakariya,India,BOWLER,LHB,LEFT ARM Fast Medium,20,0-50,0,7,RR,120,N,1/4/2021
482,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,40,N,1/4/2021
483,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,45,N,1/4/2021
484,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,50,N,1/4/2021
485,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,55,N,1/4/2021
486,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,60,N,1/4/2021
487,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,65,N,1/4/2021
488,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,70,N,1/4/2021
489,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,75,N,1/4/2021
490,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,80,N,1/4/2021
491,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,85,N,1/4/2021
492,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,90,N,1/4/2021
493,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,95,N,1/4/2021
494,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,100,N,1/4/2021
495,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,110,N,1/4/2021
496,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,120,N,1/4/2021
497,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,130,N,1/4/2021
498,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,140,N,1/4/2021
499,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,150,N,1/4/2021
500,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,160,N,1/4/2021
501,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,170,N,1/4/2021
502,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,180,N,1/4/2021
503,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,190,N,1/4/2021
504,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,200,N,1/4/2021
505,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,220,N,1/4/2021
506,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,240,N,1/4/2021
507,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,260,N,1/4/2021
508,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,280,N,1/4/2021
509,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,300,N,1/4/2021
510,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,320,N,1/4/2021
511,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,340,N,1/4/2021
512,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,360,N,1/4/2021
513,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,380,N,1/4/2021
514,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,400,N,1/4/2021
515,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,420,N,1/4/2021
516,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,440,N,1/4/2021
517,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,460,N,1/4/2021
518,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,480,N,1/4/2021
519,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,500,N,1/4/2021
520,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,525,N,1/4/2021
521,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,550,N,1/4/2021
522,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,575,N,1/4/2021
523,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,600,N,1/4/2021
524,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,625,N,1/4/2021
525,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,650,N,1/4/2021
526,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,675,N,1/4/2021
527,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,700,N,1/4/2021
528,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,725,N,1/4/2021
529,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,750,N,1/4/2021
530,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,3,DC,775,N,1/4/2021
531,53,Riley Meredith,Australia,BOWLER,RHB,RIGHT ARM Fast,40,0-40,0,6,PK,800,Y,1/4/2021
532,62,M Siddharth,India,BOWLER,RHB,LEFT ARM Slow Orthodox,20,0-50,0,3,DC,20,Y,1/4/2021
533,64,Jagadeesha Suchith,India,BOWLER,LHB,LEFT ARM Slow Orthodox,20,0-50,0,2,SRH,20,N,1/4/2021
534,64,Jagadeesha Suchith,India,BOWLER,LHB,LEFT ARM Slow Orthodox,20,0-50,0,6,PK,25,N,1/4/2021
535,64,Jagadeesha Suchith,India,BOWLER,LHB,LEFT ARM Slow Orthodox,20,0-50,0,2,SRH,30,Y,1/4/2021
536,60,K.C Cariappa,India,BOWLER,RHB,RIGHT ARM Leg Break,20,0,0,7,RR,20,Y,1/4/2021
537,72,Cheteshwar Pujara,India,BATSMAN,RHB,RIGHT ARM Leg Break,50,0,0,1,CSK,50,Y,1/4/2021
538,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,75,N,1/4/2021
539,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,80,N,1/4/2021
540,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,85,N,1/4/2021
541,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,90,N,1/4/2021
542,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,95,N,1/4/2021
543,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,100,N,1/4/2021
544,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,110,N,1/4/2021
545,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,120,N,1/4/2021
546,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,130,N,1/4/2021
547,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,140,N,1/4/2021
548,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,150,N,1/4/2021
549,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,160,N,1/4/2021
550,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,170,N,1/4/2021
551,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,180,N,1/4/2021
552,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,190,N,1/4/2021
553,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,200,N,1/4/2021
554,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,220,N,1/4/2021
555,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,240,N,1/4/2021
556,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,260,N,1/4/2021
557,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,280,N,1/4/2021
558,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,300,N,1/4/2021
559,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,320,N,1/4/2021
560,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,340,N,1/4/2021
561,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,360,N,1/4/2021
562,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,380,N,1/4/2021
563,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,400,N,1/4/2021
564,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,420,N,1/4/2021
565,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,440,N,1/4/2021
566,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,460,N,1/4/2021
567,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,480,N,1/4/2021
568,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,500,N,1/4/2021
569,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,525,N,1/4/2021
570,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,550,N,1/4/2021
571,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,575,N,1/4/2021
572,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,600,N,1/4/2021
573,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,625,N,1/4/2021
574,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,650,N,1/4/2021
575,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,675,N,1/4/2021
576,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,700,N,1/4/2021
577,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,3,DC,725,N,1/4/2021
578,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,750,N,1/4/2021
579,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,775,N,1/4/2021
580,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,800,N,1/4/2021
581,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,825,N,1/4/2021
582,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,850,N,1/4/2021
583,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,875,N,1/4/2021
584,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,900,N,1/4/2021
585,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,925,N,1/4/2021
586,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,950,N,1/4/2021
587,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,975,N,1/4/2021
588,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1000,N,1/4/2021
589,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1025,N,1/4/2021
590,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1050,N,1/4/2021
591,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1075,N,1/4/2021
592,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1100,N,1/4/2021
593,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1125,N,1/4/2021
594,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1150,N,1/4/2021
595,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1175,N,1/4/2021
596,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1200,N,1/4/2021
597,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1225,N,1/4/2021
598,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1250,N,1/4/2021
599,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1275,N,1/4/2021
600,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1300,N,1/4/2021
601,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1325,N,1/4/2021
602,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1350,N,1/4/2021
603,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1375,N,1/4/2021
604,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1400,N,1/4/2021
605,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1425,N,1/4/2021
606,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1450,N,1/4/2021
607,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,6,PK,1475,N,1/4/2021
608,77,Kyle Jamieson,New Zealand,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,75,700-1500,0,8,RCB,1500,Y,1/4/2021
609,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,150,N,1/4/2021
610,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,160,N,1/4/2021
611,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,170,N,1/4/2021
612,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,180,N,1/4/2021
613,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,190,N,1/4/2021
614,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,200,N,1/4/2021
615,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,220,N,1/4/2021
616,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,240,N,1/4/2021
617,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,260,N,1/4/2021
618,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,280,N,1/4/2021
619,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,300,N,1/4/2021
620,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,320,N,1/4/2021
621,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,340,N,1/4/2021
622,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,360,N,1/4/2021
623,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,380,N,1/4/2021
624,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,400,N,1/4/2021
625,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,420,N,1/4/2021
626,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,440,N,1/4/2021
627,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,460,N,1/4/2021
628,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,480,N,1/4/2021
629,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,2,SRH,500,N,1/4/2021
630,74,Tom Curran,England,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,150,0,0,3,DC,525,Y,1/4/2021
631,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,100,N,1/4/2021
632,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,110,N,1/4/2021
633,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,120,N,1/4/2021
634,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,130,N,1/4/2021
635,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,140,N,1/4/2021
636,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,150,N,1/4/2021
637,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,160,N,1/4/2021
638,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,170,N,1/4/2021
639,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,180,N,1/4/2021
640,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,190,N,1/4/2021
641,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,200,N,1/4/2021
642,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,220,N,1/4/2021
643,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,240,N,1/4/2021
644,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,260,N,1/4/2021
645,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,280,N,1/4/2021
646,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,300,N,1/4/2021
647,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,320,N,1/4/2021
648,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,340,N,1/4/2021
649,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,8,RCB,360,N,1/4/2021
650,76,Moises Henriques,Australia,ALL-ROUNDER,RHB,RIGHT ARM Medium Fast,100,0-100,0,6,PK,380,N,1/4/2021
